time	V(x1)
2.001600000000001e-08	4.381512e+00
2.002000000000000e-08	4.381512e+00
2.002040000000000e-08	4.381512e+00
2.002120000000000e-08	4.381512e+00
2.002280000000000e-08	4.381512e+00
2.002600000000000e-08	4.381512e+00
2.003240000000000e-08	4.381512e+00
2.004519999999999e-08	4.381512e+00
2.007079999999998e-08	4.381512e+00
2.010009498510634e-08	4.381512e+00
2.013873394523052e-08	4.381512e+00
2.017702445909865e-08	4.381512e+00
2.020800097783337e-08	4.381512e+00
2.024280553055374e-08	4.381512e+00
2.029163365555374e-08	4.381512e+00
2.034046178055375e-08	4.381512e+00
2.038928990555375e-08	4.381512e+00
2.043811803055375e-08	4.381512e+00
2.048694615555375e-08	4.381512e+00
2.053577428055375e-08	4.381512e+00
2.058460240555375e-08	4.381512e+00
2.063343053055375e-08	4.381512e+00
2.068225865555375e-08	4.381512e+00
2.073108678055375e-08	4.381512e+00
2.077991490555376e-08	4.381512e+00
2.082874303055376e-08	4.381512e+00
2.087757115555376e-08	4.381512e+00
2.092639928055376e-08	4.381512e+00
2.097522740555376e-08	4.381512e+00
2.102405553055376e-08	4.381512e+00
2.117053990555377e-08	4.381512e+00
2.499000000000000e-08	4.381512e+00
2.500000000000000e-08	4.381512e+00
2.500100000000000e-08	4.381512e+00
2.500300000000000e-08	4.381512e+00
2.500600000000000e-08	4.381512e+00
2.501000000000000e-08	4.381512e+00
2.501040000000000e-08	4.381512e+00
2.501120000000000e-08	4.381512e+00
2.501280000000000e-08	4.381512e+00
2.501600000000000e-08	4.381512e+00
2.502239999999999e-08	4.381512e+00
2.503519999999999e-08	4.381512e+00
2.506079999999997e-08	4.381512e+00
2.508607977207324e-08	4.381512e+00
2.511440366097396e-08	4.381512e+00
2.514425097395199e-08	4.381512e+00
2.516960229466698e-08	4.381512e+00
2.520104419822490e-08	4.381512e+00
2.524893711802608e-08	4.381512e+00
2.529776524302608e-08	4.381512e+00
2.534659336802608e-08	4.381512e+00
2.539542149302608e-08	4.381512e+00
2.544424961802608e-08	4.381512e+00
2.549307774302609e-08	4.381512e+00
2.554190586802609e-08	4.381512e+00
2.559073399302609e-08	4.381512e+00
2.563956211802609e-08	4.381512e+00
2.568839024302609e-08	4.381512e+00
2.573721836802609e-08	4.381512e+00
2.578604649302609e-08	4.381512e+00
2.583487461802609e-08	4.381512e+00
2.588370274302610e-08	4.381512e+00
2.593253086802610e-08	4.381512e+00
2.598135899302610e-08	4.381512e+00
2.603018711802610e-08	4.381512e+00
2.607901524302610e-08	4.381512e+00
2.612784336802610e-08	4.381512e+00
2.744620274302613e-08	4.381512e+00
3.000000000000000e-08	4.381512e+00
3.001000000000000e-08	4.381512e+00
3.001100000000000e-08	4.381512e+00
3.001300000000001e-08	4.381512e+00
3.001600000000000e-08	4.381512e+00
3.002000000000000e-08	4.381512e+00
3.002040000000000e-08	4.381512e+00
3.002120000000000e-08	4.381512e+00
3.002280000000000e-08	4.381512e+00
3.002600000000000e-08	4.381512e+00
3.003240000000000e-08	4.381512e+00
3.004519999999999e-08	4.381512e+00
3.007079999999997e-08	4.381512e+00
3.010009498510634e-08	4.381512e+00
3.013873394523052e-08	4.381512e+00
3.017702445909865e-08	4.381512e+00
3.020800097783336e-08	4.381512e+00
3.024280553055374e-08	4.381512e+00
3.029163365555374e-08	4.381512e+00
3.034046178055374e-08	4.381512e+00
3.038928990555374e-08	4.381512e+00
3.043811803055374e-08	4.381512e+00
3.048694615555375e-08	4.381512e+00
3.053577428055375e-08	4.381512e+00
3.058460240555375e-08	4.381512e+00
3.063343053055375e-08	4.381512e+00
3.068225865555375e-08	4.381512e+00
3.073108678055375e-08	4.381512e+00
3.077991490555375e-08	4.381512e+00
3.082874303055375e-08	4.381512e+00
3.087757115555376e-08	4.381512e+00
3.092639928055376e-08	4.381512e+00
3.097522740555376e-08	4.381512e+00
3.102405553055376e-08	4.381512e+00
3.117053990555376e-08	4.381512e+00
3.499000000000000e-08	4.381512e+00
3.500000000000000e-08	4.381512e+00
3.500100000000000e-08	4.381512e+00
3.500300000000000e-08	4.381512e+00
3.500600000000000e-08	4.381512e+00
3.501000000000000e-08	4.381512e+00
3.501040000000000e-08	4.381512e+00
3.501120000000000e-08	4.381512e+00
3.501280000000000e-08	4.381512e+00
3.501600000000000e-08	4.381512e+00
3.502240000000000e-08	4.381512e+00
3.503519999999999e-08	4.381512e+00
3.506079999999997e-08	4.381512e+00
3.508607977207324e-08	4.381512e+00
3.511440366097396e-08	4.381512e+00
3.514425097395199e-08	4.381512e+00
3.516960229466698e-08	4.381512e+00
3.520104419822489e-08	4.381512e+00
3.524893711802607e-08	4.381512e+00
3.529776524302607e-08	4.381512e+00
3.534659336802607e-08	4.381512e+00
3.539542149302607e-08	4.381512e+00
3.544424961802608e-08	4.381512e+00
3.549307774302608e-08	4.381512e+00
3.554190586802608e-08	4.381512e+00
3.559073399302608e-08	4.381512e+00
3.563956211802608e-08	4.381512e+00
3.568839024302608e-08	4.381512e+00
3.573721836802608e-08	4.381512e+00
3.578604649302608e-08	4.381512e+00
3.583487461802608e-08	4.381512e+00
3.588370274302609e-08	4.381512e+00
3.593253086802609e-08	4.381512e+00
3.598135899302609e-08	4.381512e+00
3.603018711802609e-08	4.381512e+00
3.607901524302609e-08	4.381512e+00
3.612784336802609e-08	4.381512e+00
3.744620274302612e-08	4.381512e+00
4.000000000000000e-08	4.381512e+00
4.001000000000000e-08	4.381512e+00
4.001100000000000e-08	4.381512e+00
4.001300000000000e-08	4.381512e+00
4.001600000000000e-08	4.381512e+00
4.002000000000000e-08	4.381512e+00
4.002040000000000e-08	4.381512e+00
4.002120000000000e-08	4.381512e+00
4.002280000000000e-08	4.381512e+00
4.002600000000000e-08	4.381512e+00
4.003239999999999e-08	4.381512e+00
4.004519999999998e-08	4.381512e+00
4.007079999999997e-08	4.381512e+00
4.010009498510634e-08	4.381512e+00
4.013873394523051e-08	4.381512e+00
4.017702445909864e-08	4.381512e+00
4.020800097783336e-08	4.381512e+00
4.024280553055373e-08	4.381512e+00
4.029163365555373e-08	4.381512e+00
4.034046178055373e-08	4.381512e+00
4.038928990555373e-08	4.381512e+00
4.043811803055373e-08	4.381512e+00
4.048694615555374e-08	4.381512e+00
4.053577428055374e-08	4.381512e+00
4.058460240555374e-08	4.381512e+00
4.063343053055374e-08	4.381512e+00
4.068225865555374e-08	4.381512e+00
4.073108678055374e-08	4.381512e+00
4.077991490555374e-08	4.381512e+00
4.082874303055374e-08	4.381512e+00
4.087757115555375e-08	4.381512e+00
4.092639928055375e-08	4.381512e+00
4.097522740555375e-08	4.381512e+00
4.102405553055375e-08	4.381512e+00
4.117053990555375e-08	4.381512e+00
4.268421178055379e-08	4.381512e+00
4.499000000000001e-08	4.381512e+00
4.500000000000001e-08	4.381512e+00
4.500100000000001e-08	4.381512e+00
4.500300000000000e-08	4.381512e+00
4.500600000000000e-08	4.381512e+00
4.501000000000000e-08	4.381512e+00
4.501040000000000e-08	4.381512e+00
4.501120000000000e-08	4.381512e+00
4.501280000000000e-08	4.381512e+00
4.501600000000000e-08	4.381512e+00
4.502239999999999e-08	4.381512e+00
4.503519999999998e-08	4.381512e+00
4.506079999999997e-08	4.381512e+00
4.508607977207324e-08	4.381512e+00
4.511440366097396e-08	4.381512e+00
4.514425097395198e-08	4.381512e+00
4.516960229466698e-08	4.381512e+00
4.520104419822489e-08	4.381512e+00
4.524893711802607e-08	4.381512e+00
4.529776524302608e-08	4.381512e+00
4.534659336802608e-08	4.381512e+00
4.539542149302608e-08	4.381512e+00
4.544424961802608e-08	4.381512e+00
4.549307774302608e-08	4.381512e+00
4.554190586802608e-08	4.381512e+00
4.559073399302608e-08	4.381512e+00
4.563956211802608e-08	4.381512e+00
4.568839024302608e-08	4.381512e+00
4.573721836802609e-08	4.381512e+00
4.578604649302609e-08	4.381512e+00
4.583487461802609e-08	4.381512e+00
4.588370274302609e-08	4.381512e+00
4.593253086802609e-08	4.381512e+00
4.598135899302609e-08	4.381512e+00
4.603018711802609e-08	4.381512e+00
4.607901524302609e-08	4.381512e+00
4.612784336802610e-08	4.381512e+00
4.744620274302613e-08	4.381512e+00
4.999117187499997e-08	4.381512e+00
5.000000000000000e-08	4.381512e+00
Step Information: Run=2  (Step: 2/100)
0.000000000000000e+00	3.879238e+00
5.000000000000000e-09	3.879238e+00
5.000534374693131e-09	3.879238e+00
5.001603124079394e-09	3.879238e+00
5.003740622851919e-09	3.879238e+00
5.005725002454950e-09	3.879238e+00
5.006031240793938e-09	3.879238e+00
5.006643717471913e-09	3.879238e+00
5.007868670827863e-09	3.879238e+00
5.010000000000000e-09	3.879238e+00
5.010213132917213e-09	3.879238e+00
5.010639398751641e-09	3.879238e+00
5.011491930420496e-09	3.879238e+00
5.013196993758205e-09	3.879238e+00
5.016607120433623e-09	3.879238e+00
5.023427373784461e-09	3.879238e+00
5.037067880486137e-09	3.879238e+00
5.064348893889487e-09	3.879238e+00
5.088861192231032e-09	3.879238e+00
5.113280981848080e-09	3.879238e+00
5.139685720097890e-09	3.879238e+00
5.167561568304376e-09	3.879238e+00
5.187783704644486e-09	3.879238e+00
5.204116653836384e-09	3.879238e+00
5.223044272065429e-09	3.879238e+00
5.242755489490904e-09	3.879238e+00
5.264205033502734e-09	3.879238e+00
5.288252394324027e-09	3.879238e+00
5.315515237490340e-09	3.879238e+00
5.353039328145526e-09	3.879238e+00
5.401867453145526e-09	3.879238e+00
5.450695578145527e-09	3.879238e+00
5.499523703145527e-09	3.879238e+00
5.548351828145528e-09	3.879238e+00
5.597179953145528e-09	3.879238e+00
5.646008078145528e-09	3.879238e+00
5.694836203145529e-09	3.879238e+00
5.743664328145529e-09	3.879238e+00
5.792492453145529e-09	3.879238e+00
5.841320578145530e-09	3.879238e+00
5.890148703145530e-09	3.879238e+00
5.938976828145530e-09	3.879238e+00
5.987804953145531e-09	3.879238e+00
6.036633078145531e-09	3.879238e+00
6.085461203145531e-09	3.879238e+00
6.134289328145532e-09	3.879238e+00
6.183117453145532e-09	3.879238e+00
6.231945578145533e-09	3.879238e+00
6.280773703145533e-09	3.879238e+00
6.329601828145533e-09	3.879238e+00
6.378429953145534e-09	3.879238e+00
6.427258078145534e-09	3.879238e+00
6.476086203145534e-09	3.879238e+00
6.524914328145535e-09	3.879238e+00
1.000401807329903e-08	3.879238e+00
1.001000000000000e-08	3.879238e+00
1.001059819267010e-08	3.879238e+00
1.001179457801029e-08	3.879238e+00
1.001418734869068e-08	3.879238e+00
1.001521445863923e-08	3.879238e+00
1.001726867853633e-08	3.879238e+00
1.002000000000000e-08	3.879238e+00
1.002027313214637e-08	3.879238e+00
1.002081939643910e-08	3.879238e+00
1.002191192502457e-08	3.879238e+00
1.002409698219551e-08	3.879238e+00
1.002846709653738e-08	3.879238e+00
1.003720732522113e-08	3.879238e+00
1.005468778258863e-08	3.879238e+00
1.008964869732362e-08	3.879238e+00
1.012077932236298e-08	3.879238e+00
1.014885731487349e-08	3.879238e+00
1.017990930364216e-08	3.879238e+00
1.019567392566570e-08	3.879238e+00
1.020849279070158e-08	3.879238e+00
1.022453642014164e-08	3.879238e+00
1.024185544853419e-08	3.879238e+00
1.026468734582227e-08	3.879238e+00
1.028783008065924e-08	3.879238e+00
1.031025797397523e-08	3.879238e+00
1.034058753033330e-08	3.879238e+00
1.038941565533330e-08	3.879238e+00
1.043824378033330e-08	3.879238e+00
1.048707190533330e-08	3.879238e+00
1.053590003033330e-08	3.879238e+00
1.058472815533330e-08	3.879238e+00
1.141480628033329e-08	3.879238e+00
1.499000000000000e-08	3.879238e+00
1.500000000000000e-08	3.879238e+00
1.500100000000000e-08	3.879238e+00
1.500300000000000e-08	3.879238e+00
1.500600000000000e-08	3.879238e+00
1.501000000000000e-08	3.879238e+00
1.501040000000000e-08	3.879238e+00
1.501120000000000e-08	3.879238e+00
1.501280000000000e-08	3.879238e+00
1.501600000000000e-08	3.879238e+00
1.502240000000001e-08	3.879238e+00
1.503520000000001e-08	3.879238e+00
1.506080000000002e-08	3.879238e+00
1.508585957384812e-08	3.879238e+00
1.511023647255017e-08	3.879238e+00
1.513597770298376e-08	3.879238e+00
1.516382755787096e-08	3.879238e+00
1.518469619785828e-08	3.879238e+00
1.520154498784427e-08	3.879238e+00
1.522016063502103e-08	3.879238e+00
1.523984099051202e-08	3.879238e+00
1.525983076631617e-08	3.879238e+00
1.528197586880227e-08	3.879238e+00
1.530941880090948e-08	3.879238e+00
1.534321034576350e-08	3.879238e+00
1.539203847076350e-08	3.879238e+00
1.544086659576350e-08	3.879238e+00
1.548969472076350e-08	3.879238e+00
1.553852284576350e-08	3.879238e+00
1.558735097076350e-08	3.879238e+00
1.563617909576350e-08	3.879238e+00
1.568500722076350e-08	3.879238e+00
1.573383534576351e-08	3.879238e+00
1.578266347076351e-08	3.879238e+00
1.583149159576351e-08	3.879238e+00
1.588031972076351e-08	3.879238e+00
1.592914784576351e-08	3.879238e+00
1.597797597076351e-08	3.879238e+00
1.602680409576351e-08	3.879238e+00
1.607563222076351e-08	3.879238e+00
1.612446034576351e-08	3.879238e+00
1.617328847076352e-08	3.879238e+00
1.622211659576352e-08	3.879238e+00
1.627094472076352e-08	3.879238e+00
1.631977284576352e-08	3.879238e+00
2.000000000000001e-08	3.879238e+00
2.001000000000001e-08	3.879238e+00
2.001100000000001e-08	3.879238e+00
2.001300000000001e-08	3.879238e+00
2.001600000000001e-08	3.879238e+00
2.002000000000000e-08	3.879238e+00
2.002040000000000e-08	3.879238e+00
2.002120000000000e-08	3.879238e+00
2.002280000000000e-08	3.879238e+00
2.002600000000000e-08	3.879238e+00
2.003240000000000e-08	3.879238e+00
2.004519999999999e-08	3.879238e+00
2.007079999999998e-08	3.879238e+00
2.009960493504173e-08	3.879238e+00
2.012885970284931e-08	3.879238e+00
2.015873850357320e-08	3.879238e+00
2.018480278439348e-08	3.879238e+00
2.020145031415907e-08	3.879238e+00
2.021508308560413e-08	3.879238e+00
2.023305858973167e-08	3.879238e+00
2.025327815706653e-08	3.879238e+00
2.027182300220023e-08	3.879238e+00
2.029586119510874e-08	3.879238e+00
2.031903235719870e-08	3.879238e+00
2.035842077560606e-08	3.879238e+00
2.040724890060606e-08	3.879238e+00
2.045607702560606e-08	3.879238e+00
2.050490515060606e-08	3.879238e+00
2.055373327560607e-08	3.879238e+00
2.060256140060607e-08	3.879238e+00
2.065138952560607e-08	3.879238e+00
2.070021765060607e-08	3.879238e+00
2.074904577560607e-08	3.879238e+00
2.079787390060607e-08	3.879238e+00
2.084670202560607e-08	3.879238e+00
2.089553015060607e-08	3.879238e+00
2.094435827560608e-08	3.879238e+00
2.099318640060608e-08	3.879238e+00
2.104201452560608e-08	3.879238e+00
2.109084265060608e-08	3.879238e+00
2.113967077560608e-08	3.879238e+00
2.499894712925817e-08	3.879238e+00
2.500000000000000e-08	3.879238e+00
2.500010528707419e-08	3.879238e+00
2.500031586122255e-08	3.879238e+00
2.500073700951928e-08	3.879238e+00
2.500157930611274e-08	3.879238e+00
2.500326389929967e-08	3.879238e+00
2.500663308567352e-08	3.879238e+00
2.501000000000000e-08	3.879238e+00
2.501033669143265e-08	3.879238e+00
2.501101007429795e-08	3.879238e+00
2.501235684002854e-08	3.879238e+00
2.501505037148973e-08	3.879238e+00
2.502043743441210e-08	3.879238e+00
2.503121156025685e-08	3.879238e+00
2.505275981194634e-08	3.879238e+00
2.508139977672152e-08	3.879238e+00
2.510647597223984e-08	3.879238e+00
2.513129113925018e-08	3.879238e+00
2.515919170790829e-08	3.879238e+00
2.518320391732078e-08	3.879238e+00
2.520135065540235e-08	3.879238e+00
2.521993838882439e-08	3.879238e+00
2.523992314366347e-08	3.879238e+00
2.525998247334549e-08	3.879238e+00
2.528219225596779e-08	3.879238e+00
2.530965577774046e-08	3.879238e+00
2.534343531113936e-08	3.879238e+00
2.539226343613936e-08	3.879238e+00
2.544109156113936e-08	3.879238e+00
2.548991968613936e-08	3.879238e+00
2.553874781113936e-08	3.879238e+00
2.558757593613936e-08	3.879238e+00
2.563640406113936e-08	3.879238e+00
2.568523218613936e-08	3.879238e+00
2.573406031113937e-08	3.879238e+00
2.578288843613937e-08	3.879238e+00
2.583171656113937e-08	3.879238e+00
2.588054468613937e-08	3.879238e+00
2.592937281113937e-08	3.879238e+00
2.597820093613937e-08	3.879238e+00
2.602702906113937e-08	3.879238e+00
2.607585718613937e-08	3.879238e+00
2.612468531113937e-08	3.879238e+00
2.617351343613938e-08	3.879238e+00
3.000000000000000e-08	3.879238e+00
3.001000000000000e-08	3.879238e+00
3.001100000000000e-08	3.879238e+00
3.001300000000001e-08	3.879238e+00
3.001600000000000e-08	3.879238e+00
3.002000000000000e-08	3.879238e+00
3.002040000000000e-08	3.879238e+00
3.002120000000000e-08	3.879238e+00
3.002280000000000e-08	3.879238e+00
3.002600000000000e-08	3.879238e+00
3.003240000000000e-08	3.879238e+00
3.004519999999999e-08	3.879238e+00
3.007079999999997e-08	3.879238e+00
3.009960493504171e-08	3.879238e+00
3.012885970284929e-08	3.879238e+00
3.015873850357319e-08	3.879238e+00
3.018480278439346e-08	3.879238e+00
3.020145031415905e-08	3.879238e+00
3.021508308560411e-08	3.879238e+00
3.023305858973165e-08	3.879238e+00
3.025327815706651e-08	3.879238e+00
3.027182300220021e-08	3.879238e+00
3.029586119510872e-08	3.879238e+00
3.031903235719868e-08	3.879238e+00
3.035842077560605e-08	3.879238e+00
3.040724890060605e-08	3.879238e+00
3.045607702560605e-08	3.879238e+00
3.050490515060605e-08	3.879238e+00
3.055373327560605e-08	3.879238e+00
3.060256140060605e-08	3.879238e+00
3.065138952560606e-08	3.879238e+00
3.070021765060606e-08	3.879238e+00
3.074904577560606e-08	3.879238e+00
3.079787390060606e-08	3.879238e+00
3.084670202560606e-08	3.879238e+00
3.089553015060606e-08	3.879238e+00
3.094435827560606e-08	3.879238e+00
3.099318640060606e-08	3.879238e+00
3.104201452560606e-08	3.879238e+00
3.109084265060607e-08	3.879238e+00
3.113967077560607e-08	3.879238e+00
3.499894714299662e-08	3.879238e+00
3.500000000000000e-08	3.879238e+00
3.500010528570033e-08	3.879238e+00
3.500031585710101e-08	3.879238e+00
3.500073699990236e-08	3.879238e+00
3.500157928550506e-08	3.879238e+00
3.500326385671046e-08	3.879238e+00
3.500663299912127e-08	3.879238e+00
3.501000000000000e-08	3.879238e+00
3.501033670008787e-08	3.879238e+00
3.501101010026362e-08	3.879238e+00
3.501235690061511e-08	3.879238e+00
3.501505050131809e-08	3.879238e+00
3.502043770272406e-08	3.879238e+00
3.503121210553599e-08	3.879238e+00
3.505276091115985e-08	3.879238e+00
3.508140012432874e-08	3.879238e+00
3.510647610358303e-08	3.879238e+00
3.513129136035603e-08	3.879238e+00
3.515919192648986e-08	3.879238e+00
3.518320411642548e-08	3.879238e+00
3.520135081961520e-08	3.879238e+00
3.521993857784173e-08	3.879238e+00
3.523992332490831e-08	3.879238e+00
3.525998270448119e-08	3.879238e+00
3.528219258088726e-08	3.879238e+00
3.530965607317882e-08	3.879238e+00
3.534343581517848e-08	3.879238e+00
3.539226394017849e-08	3.879238e+00
3.544109206517849e-08	3.879238e+00
3.548992019017849e-08	3.879238e+00
3.553874831517849e-08	3.879238e+00
3.558757644017849e-08	3.879238e+00
3.563640456517849e-08	3.879238e+00
3.568523269017849e-08	3.879238e+00
3.573406081517849e-08	3.879238e+00
3.578288894017849e-08	3.879238e+00
3.583171706517850e-08	3.879238e+00
3.588054519017850e-08	3.879238e+00
3.592937331517850e-08	3.879238e+00
3.597820144017850e-08	3.879238e+00
3.602702956517850e-08	3.879238e+00
3.607585769017850e-08	3.879238e+00
3.612468581517850e-08	3.879238e+00
3.617351394017850e-08	3.879238e+00
3.997117187500000e-08	3.879238e+00
4.000000000000000e-08	3.879238e+00
4.001000000000000e-08	3.879238e+00
4.001100000000000e-08	3.879238e+00
4.001300000000000e-08	3.879238e+00
4.001600000000000e-08	3.879238e+00
4.002000000000000e-08	3.879238e+00
4.002040000000000e-08	3.879238e+00
4.002120000000000e-08	3.879238e+00
4.002280000000000e-08	3.879238e+00
4.002600000000000e-08	3.879238e+00
4.003239999999999e-08	3.879238e+00
4.004519999999998e-08	3.879238e+00
4.007079999999997e-08	3.879238e+00
4.009960493504171e-08	3.879238e+00
4.012885970284929e-08	3.879238e+00
4.015873850357319e-08	3.879238e+00
4.018480278439345e-08	3.879238e+00
4.020145031415904e-08	3.879238e+00
4.021508308560411e-08	3.879238e+00
4.023305858973165e-08	3.879238e+00
4.025327815706650e-08	3.879238e+00
4.027182300220021e-08	3.879238e+00
4.029586119510872e-08	3.879238e+00
4.031903235719867e-08	3.879238e+00
4.035842077560604e-08	3.879238e+00
4.040724890060605e-08	3.879238e+00
4.045607702560605e-08	3.879238e+00
4.050490515060605e-08	3.879238e+00
4.055373327560605e-08	3.879238e+00
4.060256140060605e-08	3.879238e+00
4.065138952560605e-08	3.879238e+00
4.070021765060605e-08	3.879238e+00
4.074904577560605e-08	3.879238e+00
4.079787390060606e-08	3.879238e+00
4.084670202560606e-08	3.879238e+00
4.089553015060606e-08	3.879238e+00
4.094435827560606e-08	3.879238e+00
4.099318640060606e-08	3.879238e+00
4.104201452560606e-08	3.879238e+00
4.109084265060606e-08	3.879238e+00
4.113967077560606e-08	3.879238e+00
4.499894717047353e-08	3.879238e+00
4.500000000000001e-08	3.879238e+00
4.500010528295266e-08	3.879238e+00
4.500031584885795e-08	3.879238e+00
4.500073698066854e-08	3.879238e+00
4.500157924428972e-08	3.879238e+00
4.500326377153208e-08	3.879238e+00
4.500663282601680e-08	3.879238e+00
4.501000000000000e-08	3.879238e+00
4.501033671739832e-08	3.879238e+00
4.501101015219496e-08	3.879238e+00
4.501235702178824e-08	3.879238e+00
4.501505076097480e-08	3.879238e+00
4.502043823934792e-08	3.879238e+00
4.503121319609416e-08	3.879238e+00
4.505276310958663e-08	3.879238e+00
4.508140081975306e-08	3.879238e+00
4.510647636658215e-08	3.879238e+00
4.513129180290940e-08	3.879238e+00
4.515919236398891e-08	3.879238e+00
4.518320451493722e-08	3.879238e+00
4.520135114829845e-08	3.879238e+00
4.521993895617280e-08	3.879238e+00
4.523992368768475e-08	3.879238e+00
4.525998316712525e-08	3.879238e+00
4.528219323124683e-08	3.879238e+00
4.530965666453733e-08	3.879238e+00
4.534343682406559e-08	3.879238e+00
4.539226494906559e-08	3.879238e+00
4.544109307406560e-08	3.879238e+00
4.548992119906560e-08	3.879238e+00
4.553874932406560e-08	3.879238e+00
4.558757744906560e-08	3.879238e+00
4.563640557406560e-08	3.879238e+00
4.568523369906560e-08	3.879238e+00
4.573406182406560e-08	3.879238e+00
4.578288994906560e-08	3.879238e+00
4.583171807406561e-08	3.879238e+00
4.588054619906561e-08	3.879238e+00
4.592937432406561e-08	3.879238e+00
4.597820244906561e-08	3.879238e+00
4.602703057406561e-08	3.879238e+00
4.607585869906561e-08	3.879238e+00
4.612468682406561e-08	3.879238e+00
